Unnamed: 0,day,lat,lon,air_temperature_tmmn,potential_evapotranspiration,mean_vapor_pressure_deficit,relative_humidity_rmax,relative_humidity_rmin,precipitation_amount,air_temperature_tmmx,wind_speed
9918,2018-03-05,42.54837,-106.7209,266.2,1.5,0.26,100.0,37.3,0.0,275.1,9.1
9919,2018-03-06,42.54837,-106.7209,265.2,0.8,0.26999998,100.0,35.9,0.0,274.1,5.8
9920,2018-03-07,42.54837,-106.7209,266.8,2.0,0.44,100.0,26.4,0.0,277.4,5.6
9921,2018-03-08,42.54837,-106.7209,274.2,1.2,0.72999996,100.0,21.0,0.0,275.5,6.8
9922,2018-03-09,42.54837,-106.7209,271.9,1.3000001,0.58,100.0,27.6,0.0,273.7,7.5
9923,2018-03-10,42.54837,-106.7209,266.2,2.0,0.26,95.0,41.0,0.0,276.4,4.2000003
9924,2018-03-11,42.54837,-106.7209,266.6,0.8,0.44,97.9,27.7,0.0,282.0,1.8000001
9925,2018-03-12,42.54837,-106.7209,268.4,1.3000001,0.5,60.7,26.6,0.0,282.9,2.7
9926,2018-03-13,42.54837,-106.7209,268.1,3.2,0.64,95.200005,21.0,0.0,272.1,2.5
9927,2018-03-14,42.54837,-106.7209,272.5,2.2,0.79999995,78.700005,23.1,0.0,272.0,4.2000003
9928,2018-03-15,42.54837,-106.7209,274.1,2.4,0.53,77.1,35.0,1.6,274.1,4.8
9929,2018-03-16,42.54837,-106.7209,269.0,1.2,0.39999998,92.1,34.0,1.0,277.7,5.8
9930,2018-03-17,42.54837,-106.7209,269.4,1.4,0.65,69.9,20.300001,0.0,279.1,4.6
9931,2018-03-18,42.54837,-106.7209,268.6,1.0,0.17999999,74.1,54.8,3.1000001,279.6,3.6000001
9932,2018-03-19,42.54837,-106.7209,268.0,2.3,0.28,73.700005,42.4,0.0,279.5,2.7
9933,2018-03-20,42.54837,-106.7209,269.6,4.0,0.48999998,56.600002,26.300001,0.0,283.0,5.7000003
9934,2018-03-21,42.54837,-106.7209,269.8,3.9,0.59999996,65.4,24.5,0.0,285.7,4.6
9935,2018-03-22,42.54837,-106.7209,279.6,2.9,1.01,72.3,24.5,0.0,282.7,4.8
9936,2018-03-23,42.54837,-106.7209,273.2,1.5,0.48,67.6,37.9,2.4,284.8,4.8
9937,2018-03-24,42.54837,-106.7209,272.5,1.0,0.71999997,64.3,22.7,0.0,285.2,5.6
9938,2018-03-25,42.54837,-106.7209,270.7,2.5,0.34,61.0,42.2,2.4,284.5,3.5
9939,2018-03-26,42.54837,-106.7209,269.3,3.0,0.17,53.4,58.8,0.0,289.6,2.7
9940,2018-03-27,42.54837,-106.7209,269.1,4.2000003,0.52,68.200005,25.9,1.2,291.1,6.4
9941,2018-03-28,42.54837,-106.7209,269.7,4.8,0.22999999,83.200005,51.4,1.9,283.7,2.5
9942,2018-03-29,42.54837,-106.7209,270.2,1.0,0.32,95.200005,42.2,0.5,274.5,4.3
9943,2018-03-30,42.54837,-106.7209,271.5,2.3,0.61,71.700005,26.300001,0.0,277.5,7.4
9944,2018-03-31,42.54837,-106.7209,265.0,4.2000003,0.0,70.3,83.3,0.5,283.3,2.5
9945,2018-04-01,42.54837,-106.7209,267.1,4.0,0.53999996,75.0,25.2,0.0,282.1,3.7
9946,2018-04-02,42.54837,-106.7209,261.7,3.5,0.53,85.4,22.9,0.6,282.4,8.1
9947,2018-04-03,42.54837,-106.7209,263.5,6.0,0.42999998,92.5,16.4,0.0,284.6,7.2000003
9948,2018-04-04,42.54837,-106.7209,270.3,5.9,0.78,71.5,12.7,0.0,288.6,7.5
9949,2018-04-05,42.54837,-106.7209,266.1,3.2,0.42,68.200005,30.0,0.0,291.3,5.1
9950,2018-04-06,42.54837,-106.7209,265.0,4.1,0.01,68.3,80.200005,1.7,289.8,4.0
9951,2018-04-07,42.54837,-106.7209,269.1,4.7000003,0.44,54.2,33.2,0.0,289.7,4.3
9952,2018-04-08,42.54837,-106.7209,272.5,5.6,0.57,63.8,27.2,1.5,292.5,7.7000003
9953,2018-04-09,42.54837,-106.7209,271.1,1.3000001,0.53999996,88.3,27.1,0.0,293.9,4.7000003
9954,2018-04-10,42.54837,-106.7209,274.3,1.1,1.05,100.0,14.3,0.0,274.4,6.3
9955,2018-04-11,42.54837,-106.7209,279.4,2.3,1.2099999,97.9,15.5,0.0,272.9,7.9
9956,2018-04-12,42.54837,-106.7209,274.2,3.4,0.90999997,100.0,18.4,0.6,276.8,5.8
9957,2018-04-13,42.54837,-106.7209,269.8,1.3000001,0.29,92.6,41.2,0.0,282.8,6.7000003
9958,2018-04-14,42.54837,-106.7209,269.9,3.9,0.63,56.5,20.300001,0.0,288.2,4.3
9959,2018-04-15,42.54837,-106.7209,272.9,3.0,0.84999996,66.5,18.2,0.0,288.2,3.8
9960,2018-04-16,42.54837,-106.7209,276.8,0.4,1.55,72.8,8.400001,0.0,290.8,6.2000003
9961,2018-04-17,42.54837,-106.7209,268.9,1.6,0.42999998,84.0,29.300001,3.2,286.7,5.9
9962,2018-04-18,42.54837,-106.7209,269.5,4.6,0.53999996,67.1,23.0,0.0,289.2,4.1
9963,2018-04-19,42.54837,-106.7209,274.4,4.2000003,1.01,63.0,14.3,0.0,296.5,4.3
9964,2018-04-20,42.54837,-106.7209,275.3,5.2000003,0.37,50.4,45.8,2.7,298.2,6.8
9965,2018-04-21,42.54837,-106.7209,274.9,5.0,0.71,90.700005,28.800001,0.0,283.7,1.9
9966,2018-04-22,42.54837,-106.7209,275.3,3.4,1.12,95.0,16.9,0.0,284.8,1.9
9967,2018-04-23,42.54837,-106.7209,272.9,2.5,0.55,83.8,31.1,0.0,293.5,5.9
9968,2018-04-24,42.54837,-106.7209,270.1,2.6000001,0.31,85.1,40.600002,0.0,294.7,3.2
9969,2018-04-25,42.54837,-106.7209,274.4,4.3,1.24,95.700005,10.400001,0.8,290.4,6.1
9970,2018-04-26,42.54837,-106.7209,274.7,4.8,0.89,82.8,18.6,0.0,292.3,2.5
9971,2018-04-27,42.54837,-106.7209,275.7,5.6,1.37,68.4,10.7,0.0,291.9,2.5
9972,2018-04-28,42.54837,-106.7209,277.0,6.7000003,1.6999999,100.0,8.900001,0.0,284.9,3.5
9973,2018-04-29,42.54837,-106.7209,275.5,1.2,1.43,70.3,11.3,0.0,277.3,6.3
9974,2018-04-30,42.54837,-106.7209,273.9,0.5,0.48999998,100.0,35.7,1.4,276.0,4.0
9975,2018-05-01,42.54837,-106.7209,273.9,1.8000001,0.62,93.4,26.800001,0.0,279.4,3.3
9976,2018-05-02,42.54837,-106.7209,275.1,4.2000003,0.32,65.3,48.5,2.0,286.6,3.4
9977,2018-05-03,42.54837,-106.7209,275.0,4.9,0.59,82.8,32.2,0.0,289.3,3.3
9978,2018-05-04,42.54837,-106.7209,277.6,7.1,1.16,64.6,16.4,0.0,292.9,5.0
9979,2018-05-05,42.54837,-106.7209,279.1,7.6,1.38,68.4,13.400001,0.0,291.7,4.2000003
9980,2018-05-06,42.54837,-106.7209,280.5,4.7000003,1.48,100.0,14.2,0.0,287.1,1.8000001
9981,2018-05-07,42.54837,-106.7209,277.9,3.2,1.66,100.0,10.1,0.0,288.4,6.1
9982,2018-05-08,42.54837,-106.7209,278.6,7.4,1.1999999,100.0,17.7,0.0,279.1,3.9
9983,2018-05-09,42.54837,-106.7209,281.1,3.6000001,1.56,100.0,14.0,0.3,279.1,2.0
9984,2018-05-10,42.54837,-106.7209,280.5,1.0,1.06,89.4,24.2,5.5,286.7,2.3
9985,2018-05-11,42.54837,-106.7209,276.9,1.9,0.22999999,85.6,56.2,14.1,286.5,3.7
9986,2018-05-12,42.54837,-106.7209,277.3,3.8,0.0,69.9,89.5,0.7,295.5,5.8
9987,2018-05-13,42.54837,-106.7209,278.2,3.1000001,0.61,64.6,37.8,0.7,298.1,1.6
9988,2018-05-14,42.54837,-106.7209,277.1,1.7,0.59,61.100002,36.0,3.5,298.2,2.5
9989,2018-05-15,42.54837,-106.7209,278.5,5.0,1.05,55.7,22.9,0.0,299.2,2.1000001
9990,2018-05-16,42.54837,-106.7209,281.2,5.9,1.66,61.600002,11.900001,0.0,297.6,3.8
9991,2018-05-17,42.54837,-106.7209,278.6,5.1,1.42,69.4,14.1,0.0,291.1,2.6000001
9992,2018-05-18,42.54837,-106.7209,278.2,5.9,0.61,100.0,37.9,6.4,281.1,4.2000003
9993,2018-05-19,42.54837,-106.7209,277.2,7.1,0.04,100.0,78.0,0.4,278.0,4.7000003
9994,2018-05-20,42.54837,-106.7209,277.3,7.7000003,0.72999996,100.0,30.800001,0.0,281.5,2.7
9995,2018-05-21,42.54837,-106.7209,280.5,6.5,1.28,100.0,20.1,0.0,276.7,1.3000001
9996,2018-05-22,42.54837,-106.7209,282.8,4.5,0.94,100.0,32.7,3.5,278.4,3.6000001
9997,2018-05-23,42.54837,-106.7209,282.7,5.6,1.05,95.9,28.300001,0.6,280.9,5.0
9998,2018-05-24,42.54837,-106.7209,282.4,7.3,1.31,86.200005,21.4,0.0,288.6,6.4
9999,2018-05-25,42.54837,-106.7209,282.5,9.1,1.7099999,87.1,14.900001,0.0,292.5,3.7
10000,2018-05-26,42.54837,-106.7209,284.8,7.0,2.27,70.8,8.8,0.0,296.5,4.0
10001,2018-05-27,42.54837,-106.7209,281.5,8.0,1.01,100.0,29.5,8.3,286.5,4.9
10002,2018-05-28,42.54837,-106.7209,282.8,10.2,0.68,100.0,41.9,4.4,282.5,2.8
10003,2018-05-29,42.54837,-106.7209,282.6,5.9,0.56,88.9,46.9,4.9,289.2,4.1
10004,2018-05-30,42.54837,-106.7209,283.4,4.3,1.4,63.2,21.9,0.0,293.4,4.0
10005,2018-05-31,42.54837,-106.7209,284.3,7.1,1.73,66.5,17.5,0.0,294.9,4.6
10006,2018-06-01,42.54837,-106.7209,278.5,4.6,1.2099999,85.5,18.4,0.0,295.9,8.3
10007,2018-06-02,42.54837,-106.7209,279.1,7.3,1.27,76.1,15.5,0.0,298.8,4.4
10008,2018-06-03,42.54837,-106.7209,282.8,5.7000003,1.7199999,64.4,13.2,0.0,298.0,1.5
10009,2018-06-04,42.54837,-106.7209,284.1,5.6,2.08,70.5,11.3,0.0,297.5,4.2000003
10010,2018-06-05,42.54837,-106.7209,287.7,5.1,2.6,86.4,8.6,0.3,298.9,5.2000003
10011,2018-06-06,42.54837,-106.7209,286.0,3.4,1.4399999,67.3,26.6,0.0,301.0,2.8
10012,2018-06-07,42.54837,-106.7209,284.4,4.9,2.09,86.5,13.900001,0.0,301.6,3.7
10013,2018-06-08,42.54837,-106.7209,284.8,3.7,2.12,100.0,12.8,0.0,288.2,2.8
10014,2018-06-09,42.54837,-106.7209,286.9,6.2000003,2.6,75.3,9.1,0.0,290.1,4.0
10015,2018-06-10,42.54837,-106.7209,278.7,7.1,1.8299999,50.7,10.400001,0.0,295.0,6.5
10016,2018-06-11,42.54837,-106.7209,277.4,6.1,1.55,76.5,10.5,0.0,292.2,6.7000003
10017,2018-06-12,42.54837,-106.7209,278.5,6.8,1.5899999,79.5,12.3,0.0,297.1,2.6000001
10018,2018-06-13,42.54837,-106.7209,285.6,5.0,2.6,68.5,7.3,0.0,299.5,4.0
10019,2018-06-14,42.54837,-106.7209,284.5,7.3,2.76,74.0,7.4,0.0,296.9,5.8
10020,2018-06-15,42.54837,-106.7209,282.4,12.3,1.63,79.700005,20.7,0.0,297.3,2.7
10021,2018-06-16,42.54837,-106.7209,283.3,13.0,0.90999997,83.700005,35.7,12.7,295.6,3.8
10022,2018-06-17,42.54837,-106.7209,283.5,10.7,0.06,90.6,81.1,10.6,294.3,4.9
10023,2018-06-18,42.54837,-106.7209,283.5,9.7,0.55,90.5,49.100002,1.4,294.1,2.1000001
10024,2018-06-19,42.54837,-106.7209,280.9,10.0,0.51,96.200005,46.600002,7.5,298.5,1.8000001
10025,2018-06-20,42.54837,-106.7209,282.4,5.6,0.74,77.6,39.600002,0.0,297.9,2.3
10026,2018-06-21,42.54837,-106.7209,283.9,4.6,1.51,61.600002,22.7,1.1,290.0,2.3
10027,2018-06-22,42.54837,-106.7209,284.1,5.7000003,1.26,59.600002,24.5,4.3,290.7,5.1
10028,2018-06-23,42.54837,-106.7209,283.2,8.8,1.3399999,72.0,22.6,5.5,293.5,4.1
10029,2018-06-24,42.54837,-106.7209,282.4,5.9,0.71999997,64.6,39.4,2.3,296.8,3.3
10030,2018-06-25,42.54837,-106.7209,285.0,6.8,1.6999999,64.6,19.5,0.0,301.1,2.7
10031,2018-06-26,42.54837,-106.7209,286.8,7.0,2.47,64.9,10.7,0.0,302.4,6.3
10032,2018-06-27,42.54837,-106.7209,285.9,7.6,2.44,57.4,12.0,0.0,303.9,3.4
10033,2018-06-28,42.54837,-106.7209,285.9,12.1,2.97,40.8,6.3,0.0,305.8,5.0
10034,2018-06-29,42.54837,-106.7209,283.9,14.3,1.86,44.7,13.900001,0.0,305.1,3.5
10035,2018-06-30,42.54837,-106.7209,280.5,9.3,0.63,62.8,39.5,3.3,300.5,2.3
10036,2018-07-01,42.54837,-106.7209,284.2,11.6,1.78,72.6,14.900001,0.0,301.6,5.6
10037,2018-07-02,42.54837,-106.7209,287.4,12.900001,2.3799999,61.7,11.0,0.0,304.0,6.6
10038,2018-07-03,42.54837,-106.7209,282.6,10.5,1.86,69.8,14.1,1.2,299.0,2.9
10039,2018-07-04,42.54837,-106.7209,284.5,9.0,1.5899999,92.1,21.800001,0.0,298.8,2.8
10040,2018-07-05,42.54837,-106.7209,287.2,8.6,1.6999999,86.6,25.4,2.8,298.1,4.2000003
10041,2018-07-06,42.54837,-106.7209,290.0,7.5,2.8799999,89.200005,11.8,0.0,300.8,2.4
10042,2018-07-07,42.54837,-106.7209,292.2,8.1,3.28,54.0,9.6,0.0,304.3,3.5
10043,2018-07-08,42.54837,-106.7209,293.8,9.6,3.24,65.6,10.7,0.0,302.1,3.2
10044,2018-07-09,42.54837,-106.7209,289.4,9.7,2.56,73.6,15.6,0.7,298.4,2.7
10045,2018-07-10,42.54837,-106.7209,291.0,10.400001,2.9299998,66.5,13.5,0.8,303.4,2.2
10046,2018-07-11,42.54837,-106.7209,288.9,15.2,1.75,44.100002,25.1,12.7,308.3,3.6000001
10047,2018-07-12,42.54837,-106.7209,287.9,13.3,1.4499999,48.9,30.1,0.90000004,306.6,2.7
10048,2018-07-13,42.54837,-106.7209,287.5,11.5,1.88,56.4,23.1,0.0,305.6,2.3
10049,2018-07-14,42.54837,-106.7209,288.8,14.0,2.6,59.8,13.400001,0.7,306.8,3.4
10050,2018-07-15,42.54837,-106.7209,288.3,8.0,1.7099999,81.8,25.4,0.0,304.4,3.0
10051,2018-07-16,42.54837,-106.7209,286.9,7.6,1.77,72.700005,23.4,3.2,305.5,2.2
10052,2018-07-17,42.54837,-106.7209,286.9,6.8,1.75,71.9,24.4,4.1,305.4,2.5
10053,2018-07-18,42.54837,-106.7209,286.6,10.3,2.11,49.9,15.0,0.0,307.0,5.1
10054,2018-07-19,42.54837,-106.7209,287.3,8.900001,2.58,51.8,9.400001,0.0,307.9,4.6
10055,2018-07-20,42.54837,-106.7209,287.8,7.2000003,2.76,91.3,11.3,0.0,301.0,1.9
10056,2018-07-21,42.54837,-106.7209,291.0,8.1,2.9199998,96.200005,11.400001,1.1,300.5,3.3
10057,2018-07-22,42.54837,-106.7209,286.8,8.1,1.38,89.5,28.0,0.5,304.5,3.2
10058,2018-07-23,42.54837,-106.7209,286.7,8.6,1.6999999,67.4,24.0,0.0,306.9,1.9
10059,2018-07-24,42.54837,-106.7209,287.5,6.0,2.4299998,62.4,14.5,0.0,305.9,1.6
10060,2018-07-25,42.54837,-106.7209,285.3,11.900001,1.3299999,55.2,27.9,3.1000001,306.4,3.8
10061,2018-07-26,42.54837,-106.7209,285.4,11.0,1.4,46.9,27.7,0.3,305.5,2.6000001
10062,2018-07-27,42.54837,-106.7209,284.1,9.7,1.4,65.5,26.5,0.0,301.2,1.9
10063,2018-07-28,42.54837,-106.7209,284.7,8.5,1.36,70.200005,27.1,0.3,304.5,2.7
10064,2018-07-29,42.54837,-106.7209,283.1,12.3,1.0,54.9,33.2,0.6,304.3,3.6000001
10065,2018-07-30,42.54837,-106.7209,282.4,11.900001,1.48,55.8,20.0,0.0,308.2,1.6
10066,2018-07-31,42.54837,-106.7209,285.8,10.7,2.23,55.3,12.0,0.0,307.1,2.6000001
10067,2018-08-01,42.54837,-106.7209,287.2,9.5,2.22,78.0,14.1,0.0,300.9,1.8000001
10068,2018-08-02,42.54837,-106.7209,290.0,9.2,2.72,68.6,11.900001,0.0,305.5,4.4
10069,2018-08-03,42.54837,-106.7209,283.3,9.2,2.1,57.100002,14.1,0.0,306.7,5.7000003
10070,2018-08-04,42.54837,-106.7209,286.1,12.8,2.29,52.5,10.0,0.0,307.6,5.1
10071,2018-08-05,42.54837,-106.7209,283.3,13.6,1.37,73.5,23.5,0.6,305.6,3.0
10072,2018-08-06,42.54837,-106.7209,283.1,8.2,1.48,59.7,22.0,0.0,307.7,2.6000001
10073,2018-08-07,42.54837,-106.7209,284.4,15.2,2.07,64.5,13.2,0.0,304.9,2.7
10074,2018-08-08,42.54837,-106.7209,285.6,8.0,2.18,74.0,13.900001,0.0,303.9,1.8000001
10075,2018-08-09,42.54837,-106.7209,286.1,13.6,2.46,69.200005,11.5,0.0,304.1,2.5
10076,2018-08-10,42.54837,-106.7209,286.6,11.3,2.52,58.5,10.900001,0.0,305.1,1.7
10077,2018-08-11,42.54837,-106.7209,287.8,6.8,2.97,73.6,8.900001,0.0,303.0,2.5
10078,2018-08-12,42.54837,-106.7209,289.3,8.0,3.47,52.4,5.3,0.0,302.1,2.7
10079,2018-08-13,42.54837,-106.7209,287.9,9.0,2.03,61.3,18.2,0.0,301.3,4.8
10080,2018-08-14,42.54837,-106.7209,285.9,13.8,1.48,60.600002,24.9,0.4,304.0,2.7
10081,2018-08-15,42.54837,-106.7209,284.4,12.400001,1.86,55.600002,17.1,0.0,302.7,2.6000001
10082,2018-08-16,42.54837,-106.7209,286.6,9.400001,2.29,66.1,12.400001,0.0,301.7,1.8000001
10083,2018-08-17,42.54837,-106.7209,288.0,8.400001,2.4199998,56.3,13.6,0.0,302.1,1.7
10084,2018-08-18,42.54837,-106.7209,285.3,7.9,1.26,53.0,27.2,6.5,304.5,4.5
10085,2018-08-19,42.54837,-106.7209,282.5,9.900001,0.74,41.5,39.9,1.7,307.9,3.1000001
10086,2018-08-20,42.54837,-106.7209,282.0,12.3,1.24,51.600002,24.9,1.1,305.8,3.1000001
10087,2018-08-21,42.54837,-106.7209,282.4,10.8,0.61,83.8,45.3,0.0,304.4,4.1
10088,2018-08-22,42.54837,-106.7209,284.6,10.1,1.4599999,60.2,25.2,2.9,306.6,3.6000001
10089,2018-08-23,42.54837,-106.7209,283.7,7.5,1.49,66.4,19.7,0.0,299.8,7.6
10090,2018-08-24,42.54837,-106.7209,285.6,7.5,2.25,67.9,10.400001,0.0,302.3,5.0
10091,2018-08-25,42.54837,-106.7209,285.7,8.8,2.26,56.0,11.7,0.0,304.9,4.8
10092,2018-08-26,42.54837,-106.7209,284.1,8.0,2.12,85.3,9.400001,0.0,296.0,7.7000003
10093,2018-08-27,42.54837,-106.7209,281.1,7.9,1.26,68.9,19.6,0.0,297.3,7.3
10094,2018-08-28,42.54837,-106.7209,279.1,7.8,0.95,55.3,26.4,0.0,304.9,1.7
10095,2018-08-29,42.54837,-106.7209,280.1,8.5,1.88,50.2,9.7,0.0,303.6,4.7000003
10096,2018-08-30,42.54837,-106.7209,284.5,8.0,2.33,64.3,8.1,0.0,304.0,5.0
10097,2018-08-31,42.54837,-106.7209,282.1,6.5,2.06,71.3,9.3,0.0,304.9,4.8
10098,2018-09-01,42.54837,-106.7209,280.9,8.400001,2.0,50.100002,8.5,0.0,306.8,3.2
10099,2018-09-02,42.54837,-106.7209,281.0,7.4,1.79,36.4,11.400001,0.0,308.8,1.9
10100,2018-09-03,42.54837,-106.7209,283.3,9.900001,2.35,53.5,6.2000003,0.0,301.1,3.0
10101,2018-09-04,42.54837,-106.7209,285.1,13.1,1.4499999,46.600002,20.300001,0.0,306.6,4.2000003
10102,2018-09-05,42.54837,-106.7209,283.3,11.6,1.4499999,43.3,21.6,0.0,306.5,2.8
10103,2018-09-06,42.54837,-106.7209,282.0,12.0,1.81,65.6,15.1,0.0,305.4,2.4
10104,2018-09-07,42.54837,-106.7209,282.5,7.6,1.9499999,80.4,11.900001,0.0,299.3,1.7
10105,2018-09-08,42.54837,-106.7209,282.6,12.0,1.89,95.700005,11.7,0.0,296.5,4.2000003
10106,2018-09-09,42.54837,-106.7209,281.6,13.3,1.88,68.200005,10.1,0.0,296.4,4.1
10107,2018-09-10,42.54837,-106.7209,283.7,14.0,2.4299998,57.9,5.4,0.0,298.0,3.7
10108,2018-09-11,42.54837,-106.7209,281.9,8.6,2.06,78.9,6.3,0.0,290.8,3.4
10109,2018-09-12,42.54837,-106.7209,280.8,7.6,2.53,74.0,3.9,0.0,291.4,5.3
10110,2018-09-13,42.54837,-106.7209,281.0,7.9,2.18,61.4,6.6,0.0,298.3,3.4
10111,2018-09-14,42.54837,-106.7209,280.9,8.7,2.21,45.100002,5.6,0.0,301.3,2.7
10112,2018-09-15,42.54837,-106.7209,282.3,8.2,2.72,36.8,3.1000001,0.0,303.6,4.8
10113,2018-09-16,42.54837,-106.7209,288.7,7.9,2.6499999,44.5,6.5,0.0,302.7,5.3
10114,2018-09-17,42.54837,-106.7209,282.4,7.4,2.26,78.4,6.7000003,0.0,298.3,3.5
10115,2018-09-18,42.54837,-106.7209,282.3,9.3,2.09,57.9,10.5,0.0,299.1,2.4
10116,2018-09-19,42.54837,-106.7209,283.0,8.8,1.03,58.7,28.9,1.4,302.6,2.5
10117,2018-09-20,42.54837,-106.7209,275.0,9.8,0.83,65.700005,24.9,0.0,295.5,5.5
10118,2018-09-21,42.54837,-106.7209,275.2,9.3,1.5799999,65.9,7.6,0.0,290.3,3.0
10119,2018-09-22,42.54837,-106.7209,281.5,9.8,2.25,68.9,2.4,0.0,293.9,5.3
10120,2018-09-23,42.54837,-106.7209,278.5,9.400001,1.9499999,48.4,5.4,0.0,298.4,5.8
10121,2018-09-24,42.54837,-106.7209,276.1,7.5,0.88,58.600002,21.4,4.2000003,298.0,4.4
10122,2018-09-25,42.54837,-106.7209,273.1,7.6,0.68,77.700005,23.9,0.0,294.3,3.5
10123,2018-09-26,42.54837,-106.7209,273.0,10.3,1.24,57.3,7.6,0.0,300.0,4.2000003
10124,2018-09-27,42.54837,-106.7209,275.8,11.3,1.16,88.9,12.6,0.0,284.2,4.9
10125,2018-09-28,42.54837,-106.7209,275.6,3.9,0.41,99.1,42.5,0.0,294.5,2.8
10126,2018-09-29,42.54837,-106.7209,275.6,8.8,0.51,89.4,35.8,0.3,294.7,3.2
10127,2018-09-30,42.54837,-106.7209,276.7,13.0,0.47,100.0,41.0,0.3,285.8,2.5
10128,2018-10-01,42.54837,-106.7209,277.8,7.7000003,1.29,100.0,16.2,0.0,278.5,4.2000003
10129,2018-10-02,42.54837,-106.7209,283.9,6.6,1.42,90.200005,22.2,1.9,282.6,7.2000003
10130,2018-10-03,42.54837,-106.7209,275.2,12.400001,0.65,72.3,33.7,0.0,293.4,6.5
10131,2018-10-04,42.54837,-106.7209,275.1,8.1,0.59,61.3,35.100002,2.1000001,295.9,5.8
10132,2018-10-05,42.54837,-106.7209,273.0,6.5,0.16,71.6,59.7,3.7,286.7,3.5
10133,2018-10-06,42.54837,-106.7209,271.7,1.2,0.41,57.3,37.100002,8.5,288.8,2.9
10134,2018-10-07,42.54837,-106.7209,273.8,2.8,0.03,33.9,85.8,8.6,295.4,5.7000003
10135,2018-10-08,42.54837,-106.7209,272.1,3.4,0.07,48.100002,77.700005,5.0,296.1,4.7000003
10136,2018-10-09,42.54837,-106.7209,271.4,3.4,0.089999996,100.0,72.700005,0.3,276.1,3.1000001
10137,2018-10-10,42.54837,-106.7209,269.8,7.5,0.13,87.3,65.700005,1.0,268.9,3.6000001
10138,2018-10-11,42.54837,-106.7209,269.7,7.7000003,0.29999998,85.8,40.7,1.2,282.5,3.2
10139,2018-10-12,42.54837,-106.7209,272.4,9.900001,0.58,53.3,27.9,0.0,288.5,7.2000003
10140,2018-10-13,42.54837,-106.7209,265.7,8.400001,0.17,39.5,48.0,4.1,292.3,4.8
10141,2018-10-14,42.54837,-106.7209,263.6,5.9,0.08,46.100002,61.3,0.0,293.4,3.4
10142,2018-10-15,42.54837,-106.7209,266.1,5.7000003,0.38,80.3,26.300001,0.0,287.1,6.4
10143,2018-10-16,42.54837,-106.7209,270.6,7.2000003,0.62,36.4,22.2,0.0,296.9,3.2
10144,2018-10-17,42.54837,-106.7209,272.3,9.400001,0.71,38.4,22.6,0.0,296.6,2.3
10145,2018-10-18,42.54837,-106.7209,274.4,8.3,0.81,63.8,22.2,0.0,286.6,4.9
10146,2018-10-19,42.54837,-106.7209,273.5,8.2,0.81,66.700005,20.2,0.0,285.1,3.7
10147,2018-10-20,42.54837,-106.7209,273.6,9.3,1.06,80.0,14.400001,0.0,276.3,4.0
10148,2018-10-21,42.54837,-106.7209,276.2,9.1,1.14,73.6,15.5,0.0,279.2,5.2000003
10149,2018-10-22,42.54837,-106.7209,274.4,11.8,0.77,86.4,24.7,0.0,285.9,2.8
10150,2018-10-23,42.54837,-106.7209,274.4,10.2,0.79999995,98.0,24.5,0.0,278.1,3.7
10151,2018-10-24,42.54837,-106.7209,276.3,8.3,0.77,78.0,26.5,0.0,280.3,5.3
10152,2018-10-25,42.54837,-106.7209,275.7,3.9,0.77,70.1,24.800001,0.0,289.6,4.4
10153,2018-10-26,42.54837,-106.7209,278.6,6.1,0.93,100.0,21.5,0.0,285.6,6.5
10154,2018-10-27,42.54837,-106.7209,274.4,10.5,0.83,100.0,24.0,0.0,266.8,6.3
10155,2018-10-28,42.54837,-106.7209,272.9,4.7000003,0.97999996,100.0,19.9,0.0,268.8,5.8
10156,2018-10-29,42.54837,-106.7209,271.4,5.8,0.91999996,100.0,16.4,0.0,261.8,6.9
10157,2018-10-30,42.54837,-106.7209,268.2,6.6,0.29999998,100.0,36.9,0.0,268.0,2.4
10158,2018-10-31,42.54837,-106.7209,268.8,4.1,0.48999998,70.0,21.5,0.0,276.2,5.8
10159,2018-11-01,42.54837,-106.7209,273.6,8.900001,0.56,92.8,28.9,0.0,274.8,6.4
10160,2018-11-02,42.54837,-106.7209,275.1,8.0,0.76,58.7,27.300001,1.8000001,280.9,9.0
10161,2018-11-03,42.54837,-106.7209,271.7,10.5,0.39999998,65.5,37.5,0.0,282.0,5.2000003
10162,2018-11-04,42.54837,-106.7209,272.3,6.1,0.42,79.9,37.0,0.5,280.1,8.1
10163,2018-11-05,42.54837,-106.7209,269.1,11.1,0.34,75.1,38.4,2.0,286.0,5.4
10164,2018-11-06,42.54837,-106.7209,268.3,7.5,0.25,100.0,46.4,1.6,272.4,1.7
10165,2018-11-07,42.54837,-106.7209,266.0,10.1,0.17,74.0,51.600002,0.5,281.4,2.4
10166,2018-11-08,42.54837,-106.7209,264.3,7.0,0.17999999,51.3,47.2,0.0,289.4,3.8
10167,2018-11-09,42.54837,-106.7209,263.1,8.5,0.37,81.4,26.7,0.0,291.8,5.8
10168,2018-11-10,42.54837,-106.7209,267.8,8.900001,0.31,100.0,37.7,0.0,284.0,5.8
10169,2018-11-11,42.54837,-106.7209,265.3,5.9,0.14999999,100.0,54.4,0.3,271.8,2.3
10170,2018-11-12,42.54837,-106.7209,262.8,3.7,0.19999999,68.700005,39.2,0.0,283.5,4.0
10171,2018-11-13,42.54837,-106.7209,270.8,7.9,0.51,72.200005,25.2,0.0,281.7,6.5
