date,lat,lon,fSCA
2003-01-01,38.152231,-119.6666755,0.8852
2003-01-01,38.279274,-119.6127765,1.0
2003-01-01,38.50458,-119.62176,0.9364
2003-01-01,37.862028,-119.6576925,1.0
2003-01-01,37.89748,-119.2624335,0.9954
2003-01-01,37.8762105,-119.3432825,0.9036
2003-01-01,37.833654,-119.4510805,1.0
2003-01-01,38.0603395,-119.6666755,0.928
2003-01-01,37.798171,-119.1995515,0.763
2003-01-01,38.0391175,-119.3073495,0.8432
2003-01-02,38.152231,-119.6666755,0.8852
2003-01-02,38.279274,-119.6127765,1.0
2003-01-02,38.50458,-119.62176,0.9364
2003-01-02,37.862028,-119.6576925,1.0
2003-01-02,37.89748,-119.2624335,0.9954
2003-01-02,37.8762105,-119.3432825,0.9036
2003-01-02,37.833654,-119.4510805,1.0
2003-01-02,38.0603395,-119.6666755,0.928
2003-01-02,37.798171,-119.1995515,0.763
2003-01-02,38.0391175,-119.3073495,0.8432
2003-01-03,38.152231,-119.6666755,0.8852
2003-01-03,38.279274,-119.6127765,1.0
2003-01-03,38.50458,-119.62176,0.9364
2003-01-03,37.862028,-119.6576925,1.0
2003-01-03,37.89748,-119.2624335,0.9954
2003-01-03,37.8762105,-119.3432825,0.9036
2003-01-03,37.833654,-119.4510805,1.0
2003-01-03,38.0603395,-119.6666755,0.928
2003-01-03,37.798171,-119.1995515,0.763
2003-01-03,38.0391175,-119.3073495,0.8432
2003-01-04,38.152231,-119.6666755,0.8852
2003-01-04,38.279274,-119.6127765,1.0
2003-01-04,38.50458,-119.62176,0.9364
2003-01-04,37.862028,-119.6576925,1.0
2003-01-04,37.89748,-119.2624335,0.9954
2003-01-04,37.8762105,-119.3432825,0.9036
2003-01-04,37.833654,-119.4510805,1.0
2003-01-04,38.0603395,-119.6666755,0.928
2003-01-04,37.798171,-119.1995515,0.763
2003-01-04,38.0391175,-119.3073495,0.8432
2003-01-05,38.152231,-119.6666755,0.8852
2003-01-05,38.279274,-119.6127765,1.0
2003-01-05,38.50458,-119.62176,0.9364
2003-01-05,37.862028,-119.6576925,1.0
2003-01-05,37.89748,-119.2624335,0.9954
2003-01-05,37.8762105,-119.3432825,0.9036
2003-01-05,37.833654,-119.4510805,1.0
2003-01-05,38.0603395,-119.6666755,0.928
2003-01-05,37.798171,-119.1995515,0.763
2003-01-05,38.0391175,-119.3073495,0.8432
2003-01-06,38.152231,-119.6666755,0.8852
2003-01-06,38.279274,-119.6127765,1.0
2003-01-06,38.50458,-119.62176,0.9364
2003-01-06,37.862028,-119.6576925,1.0
2003-01-06,37.89748,-119.2624335,0.9954
2003-01-06,37.8762105,-119.3432825,0.9036
2003-01-06,37.833654,-119.4510805,1.0
2003-01-06,38.0603395,-119.6666755,0.928
2003-01-06,37.798171,-119.1995515,0.763
2003-01-06,38.0391175,-119.3073495,0.8432
2003-01-07,38.152231,-119.6666755,0.8852
2003-01-07,38.279274,-119.6127765,1.0
2003-01-07,38.50458,-119.62176,0.9364
2003-01-07,37.862028,-119.6576925,1.0
2003-01-07,37.89748,-119.2624335,0.9954
2003-01-07,37.8762105,-119.3432825,0.9036
2003-01-07,37.833654,-119.4510805,1.0
2003-01-07,38.0603395,-119.6666755,0.928
2003-01-07,37.798171,-119.1995515,0.763
2003-01-07,38.0391175,-119.3073495,0.8432
2003-01-08,38.152231,-119.6666755,0.8852
2003-01-08,38.279274,-119.6127765,1.0
2003-01-08,38.50458,-119.62176,0.9364
2003-01-08,37.862028,-119.6576925,1.0
2003-01-08,37.89748,-119.2624335,0.9954
2003-01-08,37.8762105,-119.3432825,0.9036
2003-01-08,37.833654,-119.4510805,1.0
2003-01-08,38.0603395,-119.6666755,0.928
2003-01-08,37.798171,-119.1995515,0.763
2003-01-08,38.0391175,-119.3073495,0.8432
2003-01-09,38.152231,-119.6666755,0.8852
2003-01-09,38.279274,-119.6127765,1.0
2003-01-09,38.50458,-119.62176,0.9364
2003-01-09,37.862028,-119.6576925,1.0
2003-01-09,37.89748,-119.2624335,0.9954
2003-01-09,37.8762105,-119.3432825,0.9036
2003-01-09,37.833654,-119.4510805,1.0
2003-01-09,38.0603395,-119.6666755,0.928
2003-01-09,37.798171,-119.1995515,0.763
2003-01-09,38.0391175,-119.3073495,0.8432
2003-01-10,38.152231,-119.6666755,0.8852
2003-01-10,38.279274,-119.6127765,1.0
2003-01-10,38.50458,-119.62176,0.9364
2003-01-10,37.862028,-119.6576925,1.0
2003-01-10,37.89748,-119.2624335,0.9954
2003-01-10,37.8762105,-119.3432825,0.9036
2003-01-10,37.833654,-119.4510805,1.0
2003-01-10,38.0603395,-119.6666755,0.928
2003-01-10,37.798171,-119.1995515,0.763
2003-01-10,38.0391175,-119.3073495,0.8432
2003-01-11,38.152231,-119.6666755,0.8852
2003-01-11,38.279274,-119.6127765,1.0
2003-01-11,38.50458,-119.62176,0.9364
2003-01-11,37.862028,-119.6576925,1.0
2003-01-11,37.89748,-119.2624335,0.9954
2003-01-11,37.8762105,-119.3432825,0.9036
2003-01-11,37.833654,-119.4510805,1.0
2003-01-11,38.0603395,-119.6666755,0.928
2003-01-11,37.798171,-119.1995515,0.763
2003-01-11,38.0391175,-119.3073495,0.8432
2003-01-12,38.152231,-119.6666755,0.8852
2003-01-12,38.279274,-119.6127765,1.0
2003-01-12,38.50458,-119.62176,0.9364
2003-01-12,37.862028,-119.6576925,1.0
2003-01-12,37.89748,-119.2624335,0.9954
2003-01-12,37.8762105,-119.3432825,0.9036
2003-01-12,37.833654,-119.4510805,1.0
2003-01-12,38.0603395,-119.6666755,0.928
2003-01-12,37.798171,-119.1995515,0.763
2003-01-12,38.0391175,-119.3073495,0.8432
2003-01-13,38.152231,-119.6666755,0.8852
2003-01-13,38.279274,-119.6127765,1.0
2003-01-13,38.50458,-119.62176,0.9364
2003-01-13,37.862028,-119.6576925,1.0
2003-01-13,37.89748,-119.2624335,0.9954
2003-01-13,37.8762105,-119.3432825,0.9036
2003-01-13,37.833654,-119.4510805,1.0
2003-01-13,38.0603395,-119.6666755,0.928
2003-01-13,37.798171,-119.1995515,0.763
2003-01-13,38.0391175,-119.3073495,0.8432
2003-01-14,38.152231,-119.6666755,0.8852
2003-01-14,38.279274,-119.6127765,1.0
2003-01-14,38.50458,-119.62176,0.9364
2003-01-14,37.862028,-119.6576925,1.0
2003-01-14,37.89748,-119.2624335,0.9954
2003-01-14,37.8762105,-119.3432825,0.9036
2003-01-14,37.833654,-119.4510805,1.0
2003-01-14,38.0603395,-119.6666755,0.928
2003-01-14,37.798171,-119.1995515,0.763
2003-01-14,38.0391175,-119.3073495,0.8432
2003-01-15,38.152231,-119.6666755,0.8852
2003-01-15,38.279274,-119.6127765,1.0
2003-01-15,38.50458,-119.62176,0.9364
2003-01-15,37.862028,-119.6576925,1.0
2003-01-15,37.89748,-119.2624335,0.9954
2003-01-15,37.8762105,-119.3432825,0.9036
2003-01-15,37.833654,-119.4510805,1.0
2003-01-15,38.0603395,-119.6666755,0.928
2003-01-15,37.798171,-119.1995515,0.763
2003-01-15,38.0391175,-119.3073495,0.8432
2003-01-16,38.152231,-119.6666755,0.8852
2003-01-16,38.279274,-119.6127765,1.0
2003-01-16,38.50458,-119.62176,0.9364
2003-01-16,37.862028,-119.6576925,1.0
2003-01-16,37.89748,-119.2624335,0.9954
2003-01-16,37.8762105,-119.3432825,0.9036
2003-01-16,37.833654,-119.4510805,1.0
2003-01-16,38.0603395,-119.6666755,0.928
2003-01-16,37.798171,-119.1995515,0.763
2003-01-16,38.0391175,-119.3073495,0.8432
2003-01-17,38.152231,-119.6666755,0.8852
2003-01-17,38.279274,-119.6127765,1.0
2003-01-17,38.50458,-119.62176,0.9364
2003-01-17,37.862028,-119.6576925,1.0
2003-01-17,37.89748,-119.2624335,0.9954
2003-01-17,37.8762105,-119.3432825,0.9036
2003-01-17,37.833654,-119.4510805,1.0
2003-01-17,38.0603395,-119.6666755,0.9278
2003-01-17,37.798171,-119.1995515,0.763
2003-01-17,38.0391175,-119.3073495,0.8432
2003-01-18,38.152231,-119.6666755,0.8852
2003-01-18,38.279274,-119.6127765,1.0
2003-01-18,38.50458,-119.62176,0.9364
2003-01-18,37.862028,-119.6576925,1.0
2003-01-18,37.89748,-119.2624335,0.9954
2003-01-18,37.8762105,-119.3432825,0.9036
2003-01-18,37.833654,-119.4510805,1.0
2003-01-18,38.0603395,-119.6666755,0.9278
2003-01-18,37.798171,-119.1995515,0.763
2003-01-18,38.0391175,-119.3073495,0.8432
2003-01-19,38.152231,-119.6666755,0.8852
2003-01-19,38.279274,-119.6127765,1.0
2003-01-19,38.50458,-119.62176,0.9364
2003-01-19,37.862028,-119.6576925,1.0
2003-01-19,37.89748,-119.2624335,0.9954
2003-01-19,37.8762105,-119.3432825,0.9036
2003-01-19,37.833654,-119.4510805,1.0
2003-01-19,38.0603395,-119.6666755,0.9278
2003-01-19,37.798171,-119.1995515,0.763
2003-01-19,38.0391175,-119.3073495,0.8432
2003-01-20,38.152231,-119.6666755,0.8852
2003-01-20,38.279274,-119.6127765,1.0
2003-01-20,38.50458,-119.62176,0.9364
2003-01-20,37.862028,-119.6576925,1.0
2003-01-20,37.89748,-119.2624335,0.9954
2003-01-20,37.8762105,-119.3432825,0.9036
2003-01-20,37.833654,-119.4510805,1.0
2003-01-20,38.0603395,-119.6666755,0.9278
2003-01-20,37.798171,-119.1995515,0.763
2003-01-20,38.0391175,-119.3073495,0.8432
2003-01-21,38.152231,-119.6666755,0.8852
2003-01-21,38.279274,-119.6127765,1.0
2003-01-21,38.50458,-119.62176,0.9364
2003-01-21,37.862028,-119.6576925,1.0
2003-01-21,37.89748,-119.2624335,0.9954
2003-01-21,37.8762105,-119.3432825,0.9036
2003-01-21,37.833654,-119.4510805,1.0
2003-01-21,38.0603395,-119.6666755,0.9278
2003-01-21,37.798171,-119.1995515,0.763
2003-01-21,38.0391175,-119.3073495,0.8432
2003-01-22,38.152231,-119.6666755,0.885
2003-01-22,38.279274,-119.6127765,1.0
2003-01-22,38.50458,-119.62176,0.9364
2003-01-22,37.862028,-119.6576925,1.0
2003-01-22,37.89748,-119.2624335,0.9954
2003-01-22,37.8762105,-119.3432825,0.9036
2003-01-22,37.833654,-119.4510805,1.0
2003-01-22,38.0603395,-119.6666755,0.9278
2003-01-22,37.798171,-119.1995515,0.763
2003-01-22,38.0391175,-119.3073495,0.8432
2003-01-23,38.152231,-119.6666755,0.885
2003-01-23,38.279274,-119.6127765,1.0
2003-01-23,38.50458,-119.62176,0.9364
2003-01-23,37.862028,-119.6576925,1.0
2003-01-23,37.89748,-119.2624335,0.9954
2003-01-23,37.8762105,-119.3432825,0.9036
2003-01-23,37.833654,-119.4510805,1.0
2003-01-23,38.0603395,-119.6666755,0.9278
2003-01-23,37.798171,-119.1995515,0.763
2003-01-23,38.0391175,-119.3073495,0.8432
2003-01-24,38.152231,-119.6666755,0.885
2003-01-24,38.279274,-119.6127765,1.0
2003-01-24,38.50458,-119.62176,0.9364
2003-01-24,37.862028,-119.6576925,1.0
2003-01-24,37.89748,-119.2624335,0.9954
2003-01-24,37.8762105,-119.3432825,0.9036
2003-01-24,37.833654,-119.4510805,1.0
2003-01-24,38.0603395,-119.6666755,0.9278
2003-01-24,37.798171,-119.1995515,0.763
2003-01-24,38.0391175,-119.3073495,0.8432
2003-01-25,38.152231,-119.6666755,0.885
2003-01-25,38.279274,-119.6127765,1.0
2003-01-25,38.50458,-119.62176,0.9364
2003-01-25,37.862028,-119.6576925,1.0
2003-01-25,37.89748,-119.2624335,0.9954
2003-01-25,37.8762105,-119.3432825,0.9036
2003-01-25,37.833654,-119.4510805,1.0
2003-01-25,38.0603395,-119.6666755,0.9276
2003-01-25,37.798171,-119.1995515,0.763
2003-01-25,38.0391175,-119.3073495,0.8432
2003-01-26,38.152231,-119.6666755,0.885
2003-01-26,38.279274,-119.6127765,1.0
2003-01-26,38.50458,-119.62176,0.9364
2003-01-26,37.862028,-119.6576925,1.0
2003-01-26,37.89748,-119.2624335,0.9954
2003-01-26,37.8762105,-119.3432825,0.9036
2003-01-26,37.833654,-119.4510805,1.0
2003-01-26,38.0603395,-119.6666755,0.9266
2003-01-26,37.798171,-119.1995515,0.763
2003-01-26,38.0391175,-119.3073495,0.8432
2003-01-27,38.152231,-119.6666755,0.885
2003-01-27,38.279274,-119.6127765,1.0
2003-01-27,38.50458,-119.62176,0.9362
2003-01-27,37.862028,-119.6576925,1.0
2003-01-27,37.89748,-119.2624335,0.9954
2003-01-27,37.8762105,-119.3432825,0.9036
2003-01-27,37.833654,-119.4510805,1.0
2003-01-27,38.0603395,-119.6666755,0.9262
2003-01-27,37.798171,-119.1995515,0.763
2003-01-27,38.0391175,-119.3073495,0.8432
2003-01-28,38.152231,-119.6666755,0.885
2003-01-28,38.279274,-119.6127765,1.0
2003-01-28,38.50458,-119.62176,0.9362
2003-01-28,37.862028,-119.6576925,1.0
2003-01-28,37.89748,-119.2624335,0.9954
2003-01-28,37.8762105,-119.3432825,0.9036
2003-01-28,37.833654,-119.4510805,1.0
2003-01-28,38.0603395,-119.6666755,0.9248
2003-01-28,37.798171,-119.1995515,0.763
2003-01-28,38.0391175,-119.3073495,0.8432
2003-01-29,38.152231,-119.6666755,0.885
2003-01-29,38.279274,-119.6127765,1.0
2003-01-29,38.50458,-119.62176,0.9362
2003-01-29,37.862028,-119.6576925,1.0
2003-01-29,37.89748,-119.2624335,0.9954
2003-01-29,37.8762105,-119.3432825,0.9036
2003-01-29,37.833654,-119.4510805,1.0
2003-01-29,38.0603395,-119.6666755,0.9218
2003-01-29,37.798171,-119.1995515,0.763
2003-01-29,38.0391175,-119.3073495,0.8432
2003-01-30,38.152231,-119.6666755,0.8846
2003-01-30,38.279274,-119.6127765,1.0
2003-01-30,38.50458,-119.62176,0.9362
2003-01-30,37.862028,-119.6576925,0.9998
2003-01-30,37.89748,-119.2624335,0.9954
2003-01-30,37.8762105,-119.3432825,0.9036
2003-01-30,37.833654,-119.4510805,1.0
2003-01-30,38.0603395,-119.6666755,0.915
2003-01-30,37.798171,-119.1995515,0.763
2003-01-30,38.0391175,-119.3073495,0.8432
2003-01-31,38.152231,-119.6666755,0.8832
2003-01-31,38.279274,-119.6127765,1.0
2003-01-31,38.50458,-119.62176,0.9362
2003-01-31,37.862028,-119.6576925,0.9998
2003-01-31,37.89748,-119.2624335,0.9954
2003-01-31,37.8762105,-119.3432825,0.9036
2003-01-31,37.833654,-119.4510805,1.0
2003-01-31,38.0603395,-119.6666755,0.9106
2003-01-31,37.798171,-119.1995515,0.763
2003-01-31,38.0391175,-119.3073495,0.8432
2003-02-01,38.152231,-119.6666755,0.8812
2003-02-01,38.279274,-119.6127765,1.0
2003-02-01,38.50458,-119.62176,0.9362
2003-02-01,37.862028,-119.6576925,0.9998
2003-02-01,37.89748,-119.2624335,0.9954
2003-02-01,37.8762105,-119.3432825,0.9036
2003-02-01,37.833654,-119.4510805,1.0
2003-02-01,38.0603395,-119.6666755,0.899
2003-02-01,37.798171,-119.1995515,0.763
2003-02-01,38.0391175,-119.3073495,0.8432
2003-02-02,38.152231,-119.6666755,0.8814
2003-02-02,38.279274,-119.6127765,1.0
2003-02-02,38.50458,-119.62176,0.9362
2003-02-02,37.862028,-119.6576925,0.9998
2003-02-02,37.89748,-119.2624335,0.9954
2003-02-02,37.8762105,-119.3432825,0.9036
2003-02-02,37.833654,-119.4510805,1.0
2003-02-02,38.0603395,-119.6666755,0.896
2003-02-02,37.798171,-119.1995515,0.763
2003-02-02,38.0391175,-119.3073495,0.8432
2003-02-03,38.152231,-119.6666755,0.8808
2003-02-03,38.279274,-119.6127765,1.0
2003-02-03,38.50458,-119.62176,0.9362
2003-02-03,37.862028,-119.6576925,0.9998
2003-02-03,37.89748,-119.2624335,0.9954
2003-02-03,37.8762105,-119.3432825,0.9036
2003-02-03,37.833654,-119.4510805,1.0
2003-02-03,38.0603395,-119.6666755,0.8948
2003-02-03,37.798171,-119.1995515,0.763
2003-02-03,38.0391175,-119.3073495,0.8432
2003-02-04,38.152231,-119.6666755,0.8782
2003-02-04,38.279274,-119.6127765,1.0
2003-02-04,38.50458,-119.62176,0.9362
2003-02-04,37.862028,-119.6576925,0.9996
2003-02-04,37.89748,-119.2624335,0.9954
2003-02-04,37.8762105,-119.3432825,0.9036
2003-02-04,37.833654,-119.4510805,1.0
2003-02-04,38.0603395,-119.6666755,0.8842
2003-02-04,37.798171,-119.1995515,0.763
2003-02-04,38.0391175,-119.3073495,0.8432
2003-02-05,38.152231,-119.6666755,0.874
2003-02-05,38.279274,-119.6127765,1.0
2003-02-05,38.50458,-119.62176,0.9362
2003-02-05,37.862028,-119.6576925,0.9992
2003-02-05,37.89748,-119.2624335,0.9954
2003-02-05,37.8762105,-119.3432825,0.9036
2003-02-05,37.833654,-119.4510805,1.0
2003-02-05,38.0603395,-119.6666755,0.868
2003-02-05,37.798171,-119.1995515,0.763
2003-02-05,38.0391175,-119.3073495,0.8432
2003-02-06,38.152231,-119.6666755,0.8698
2003-02-06,38.279274,-119.6127765,1.0
2003-02-06,38.50458,-119.62176,0.9362
2003-02-06,37.862028,-119.6576925,0.9992
2003-02-06,37.89748,-119.2624335,0.9954
2003-02-06,37.8762105,-119.3432825,0.9036
2003-02-06,37.833654,-119.4510805,1.0
2003-02-06,38.0603395,-119.6666755,0.8554
2003-02-06,37.798171,-119.1995515,0.763
2003-02-06,38.0391175,-119.3073495,0.8432
2003-02-07,38.152231,-119.6666755,0.87
2003-02-07,38.279274,-119.6127765,1.0
2003-02-07,38.50458,-119.62176,0.9362
2003-02-07,37.862028,-119.6576925,0.9994
2003-02-07,37.89748,-119.2624335,0.9954
2003-02-07,37.8762105,-119.3432825,0.9036
2003-02-07,37.833654,-119.4510805,1.0
2003-02-07,38.0603395,-119.6666755,0.8536
2003-02-07,37.798171,-119.1995515,0.763
2003-02-07,38.0391175,-119.3073495,0.8432
2003-02-08,38.152231,-119.6666755,0.8688
2003-02-08,38.279274,-119.6127765,1.0
2003-02-08,38.50458,-119.62176,0.9362
2003-02-08,37.862028,-119.6576925,0.9992
2003-02-08,37.89748,-119.2624335,0.9954
2003-02-08,37.8762105,-119.3432825,0.9036
2003-02-08,37.833654,-119.4510805,1.0
2003-02-08,38.0603395,-119.6666755,0.8538
2003-02-08,37.798171,-119.1995515,0.763
2003-02-08,38.0391175,-119.3073495,0.8432
2003-02-09,38.152231,-119.6666755,0.862
