date,lat,lon,fSCA
2003-02-09,38.279274,-119.6127765,1.0
2003-02-09,38.50458,-119.62176,0.9362
2003-02-09,37.862028,-119.6576925,0.9992
2003-02-09,37.89748,-119.2624335,0.9954
2003-02-09,37.8762105,-119.3432825,0.9036
2003-02-09,37.833654,-119.4510805,1.0
2003-02-09,38.0603395,-119.6666755,0.8536
2003-02-09,37.798171,-119.1995515,0.763
2003-02-09,38.0391175,-119.3073495,0.8432
2003-02-10,38.152231,-119.6666755,0.8528
2003-02-10,38.279274,-119.6127765,1.0
2003-02-10,38.50458,-119.62176,0.9362
2003-02-10,37.862028,-119.6576925,0.9988
2003-02-10,37.89748,-119.2624335,0.9954
2003-02-10,37.8762105,-119.3432825,0.9036
2003-02-10,37.833654,-119.4510805,1.0
2003-02-10,38.0603395,-119.6666755,0.851
2003-02-10,37.798171,-119.1995515,0.763
2003-02-10,38.0391175,-119.3073495,0.8432
2003-02-11,38.152231,-119.6666755,0.8464
2003-02-11,38.279274,-119.6127765,1.0
2003-02-11,38.50458,-119.62176,0.9362
2003-02-11,37.862028,-119.6576925,0.9986
2003-02-11,37.89748,-119.2624335,0.9954
2003-02-11,37.8762105,-119.3432825,0.9036
2003-02-11,37.833654,-119.4510805,1.0
2003-02-11,38.0603395,-119.6666755,0.8376
2003-02-11,37.798171,-119.1995515,0.763
2003-02-11,38.0391175,-119.3073495,0.8432
2003-02-12,38.152231,-119.6666755,0.8496
2003-02-12,38.279274,-119.6127765,1.0
2003-02-12,38.50458,-119.62176,0.9362
2003-02-12,37.862028,-119.6576925,0.9982
2003-02-12,37.89748,-119.2624335,0.9954
2003-02-12,37.8762105,-119.3432825,0.9036
2003-02-12,37.833654,-119.4510805,1.0
2003-02-12,38.0603395,-119.6666755,0.8302
2003-02-12,37.798171,-119.1995515,0.763
2003-02-12,38.0391175,-119.3073495,0.8432
2003-02-13,38.152231,-119.6666755,0.8668
2003-02-13,38.279274,-119.6127765,1.0
2003-02-13,38.50458,-119.62176,0.9362
2003-02-13,37.862028,-119.6576925,0.9986
2003-02-13,37.89748,-119.2624335,0.9954
2003-02-13,37.8762105,-119.3432825,0.9036
2003-02-13,37.833654,-119.4510805,1.0
2003-02-13,38.0603395,-119.6666755,0.8656
2003-02-13,37.798171,-119.1995515,0.763
2003-02-13,38.0391175,-119.3073495,0.8432
2003-02-14,38.152231,-119.6666755,0.8752
2003-02-14,38.279274,-119.6127765,1.0
2003-02-14,38.50458,-119.62176,0.9362
2003-02-14,37.862028,-119.6576925,0.9994
2003-02-14,37.89748,-119.2624335,0.9954
2003-02-14,37.8762105,-119.3432825,0.9036
2003-02-14,37.833654,-119.4510805,1.0
2003-02-14,38.0603395,-119.6666755,0.8826
2003-02-14,37.798171,-119.1995515,0.763
2003-02-14,38.0391175,-119.3073495,0.8432
2003-02-15,38.152231,-119.6666755,0.8754
2003-02-15,38.279274,-119.6127765,1.0
2003-02-15,38.50458,-119.62176,0.9362
2003-02-15,37.862028,-119.6576925,0.999
2003-02-15,37.89748,-119.2624335,0.9954
2003-02-15,37.8762105,-119.3432825,0.9036
2003-02-15,37.833654,-119.4510805,1.0
2003-02-15,38.0603395,-119.6666755,0.8708
2003-02-15,37.798171,-119.1995515,0.763
2003-02-15,38.0391175,-119.3073495,0.8432
2003-02-16,38.152231,-119.6666755,0.8792
2003-02-16,38.279274,-119.6127765,1.0
2003-02-16,38.50458,-119.62176,0.9362
2003-02-16,37.862028,-119.6576925,0.9994
2003-02-16,37.89748,-119.2624335,0.9954
2003-02-16,37.8762105,-119.3432825,0.9036
2003-02-16,37.833654,-119.4510805,1.0
2003-02-16,38.0603395,-119.6666755,0.8796
2003-02-16,37.798171,-119.1995515,0.763
2003-02-16,38.0391175,-119.3073495,0.8432
2003-02-17,38.152231,-119.6666755,0.8816
2003-02-17,38.279274,-119.6127765,1.0
2003-02-17,38.50458,-119.62176,0.9364
2003-02-17,37.862028,-119.6576925,0.9998
2003-02-17,37.89748,-119.2624335,0.9954
2003-02-17,37.8762105,-119.3432825,0.9036
2003-02-17,37.833654,-119.4510805,1.0
2003-02-17,38.0603395,-119.6666755,0.8904
2003-02-17,37.798171,-119.1995515,0.763
2003-02-17,38.0391175,-119.3073495,0.8432
2003-02-18,38.152231,-119.6666755,0.8816
2003-02-18,38.279274,-119.6127765,1.0
2003-02-18,38.50458,-119.62176,0.9364
2003-02-18,37.862028,-119.6576925,0.9998
2003-02-18,37.89748,-119.2624335,0.9954
2003-02-18,37.8762105,-119.3432825,0.9036
2003-02-18,37.833654,-119.4510805,1.0
2003-02-18,38.0603395,-119.6666755,0.8904
2003-02-18,37.798171,-119.1995515,0.763
2003-02-18,38.0391175,-119.3073495,0.8432
2003-02-19,38.152231,-119.6666755,0.8818
2003-02-19,38.279274,-119.6127765,1.0
2003-02-19,38.50458,-119.62176,0.9364
2003-02-19,37.862028,-119.6576925,0.9998
2003-02-19,37.89748,-119.2624335,0.9954
2003-02-19,37.8762105,-119.3432825,0.9036
2003-02-19,37.833654,-119.4510805,1.0
2003-02-19,38.0603395,-119.6666755,0.891
2003-02-19,37.798171,-119.1995515,0.763
2003-02-19,38.0391175,-119.3073495,0.8432
2003-02-20,38.152231,-119.6666755,0.883
2003-02-20,38.279274,-119.6127765,1.0
2003-02-20,38.50458,-119.62176,0.9364
2003-02-20,37.862028,-119.6576925,0.9998
2003-02-20,37.89748,-119.2624335,0.9954
2003-02-20,37.8762105,-119.3432825,0.9036
2003-02-20,37.833654,-119.4510805,1.0
2003-02-20,38.0603395,-119.6666755,0.8952
2003-02-20,37.798171,-119.1995515,0.763
2003-02-20,38.0391175,-119.3073495,0.8432
2003-02-21,38.152231,-119.6666755,0.8828
2003-02-21,38.279274,-119.6127765,1.0
2003-02-21,38.50458,-119.62176,0.9364
2003-02-21,37.862028,-119.6576925,0.9998
2003-02-21,37.89748,-119.2624335,0.9954
2003-02-21,37.8762105,-119.3432825,0.9036
2003-02-21,37.833654,-119.4510805,1.0
2003-02-21,38.0603395,-119.6666755,0.8824
2003-02-21,37.798171,-119.1995515,0.763
2003-02-21,38.0391175,-119.3073495,0.8432
2003-02-22,38.152231,-119.6666755,0.881
2003-02-22,38.279274,-119.6127765,1.0
2003-02-22,38.50458,-119.62176,0.9364
2003-02-22,37.862028,-119.6576925,0.9996
2003-02-22,37.89748,-119.2624335,0.9954
2003-02-22,37.8762105,-119.3432825,0.9036
2003-02-22,37.833654,-119.4510805,1.0
2003-02-22,38.0603395,-119.6666755,0.8658
2003-02-22,37.798171,-119.1995515,0.763
2003-02-22,38.0391175,-119.3073495,0.8432
2003-02-23,38.152231,-119.6666755,0.8776
2003-02-23,38.279274,-119.6127765,1.0
2003-02-23,38.50458,-119.62176,0.9364
2003-02-23,37.862028,-119.6576925,0.9992
2003-02-23,37.89748,-119.2624335,0.9954
2003-02-23,37.8762105,-119.3432825,0.9036
2003-02-23,37.833654,-119.4510805,1.0
2003-02-23,38.0603395,-119.6666755,0.8408
2003-02-23,37.798171,-119.1995515,0.763
2003-02-23,38.0391175,-119.3073495,0.8432
2003-02-24,38.152231,-119.6666755,0.8774
2003-02-24,38.279274,-119.6127765,1.0
2003-02-24,38.50458,-119.62176,0.9364
2003-02-24,37.862028,-119.6576925,0.9992
2003-02-24,37.89748,-119.2624335,0.9954
2003-02-24,37.8762105,-119.3432825,0.9036
2003-02-24,37.833654,-119.4510805,1.0
2003-02-24,38.0603395,-119.6666755,0.832
2003-02-24,37.798171,-119.1995515,0.763
2003-02-24,38.0391175,-119.3073495,0.8432
2003-02-25,38.152231,-119.6666755,0.8834
2003-02-25,38.279274,-119.6127765,1.0
2003-02-25,38.50458,-119.62176,0.9364
2003-02-25,37.862028,-119.6576925,1.0
2003-02-25,37.89748,-119.2624335,0.9954
2003-02-25,37.8762105,-119.3432825,0.9036
2003-02-25,37.833654,-119.4510805,1.0
2003-02-25,38.0603395,-119.6666755,0.8716
2003-02-25,37.798171,-119.1995515,0.763
2003-02-25,38.0391175,-119.3073495,0.8432
2003-02-26,38.152231,-119.6666755,0.8842
2003-02-26,38.279274,-119.6127765,1.0
2003-02-26,38.50458,-119.62176,0.9364
2003-02-26,37.862028,-119.6576925,1.0
2003-02-26,37.89748,-119.2624335,0.9954
2003-02-26,37.8762105,-119.3432825,0.9036
2003-02-26,37.833654,-119.4510805,1.0
2003-02-26,38.0603395,-119.6666755,0.8816
2003-02-26,37.798171,-119.1995515,0.763
2003-02-26,38.0391175,-119.3073495,0.8432
2003-02-27,38.152231,-119.6666755,0.8846
2003-02-27,38.279274,-119.6127765,1.0
2003-02-27,38.50458,-119.62176,0.9364
2003-02-27,37.862028,-119.6576925,1.0
2003-02-27,37.89748,-119.2624335,0.9954
2003-02-27,37.8762105,-119.3432825,0.9036
2003-02-27,37.833654,-119.4510805,1.0
2003-02-27,38.0603395,-119.6666755,0.8922
2003-02-27,37.798171,-119.1995515,0.763
2003-02-27,38.0391175,-119.3073495,0.8432
2003-02-28,38.152231,-119.6666755,0.8848
2003-02-28,38.279274,-119.6127765,1.0
2003-02-28,38.50458,-119.62176,0.9364
2003-02-28,37.862028,-119.6576925,1.0
2003-02-28,37.89748,-119.2624335,0.9954
2003-02-28,37.8762105,-119.3432825,0.9036
2003-02-28,37.833654,-119.4510805,1.0
