Station,Latitude,Longitude,Variable,Year_Start,Year_End
USC00040823,37.3878,-118.4142,SNWD,1996,2024
USC00040931,39.3886,-120.0936,SNWD,1906,2024
USC00040983,33.2558,-116.4036,SNWD,1948,2024
USC00041018,39.4539,-120.6556,SNWD,1900,2024
USC00041159,39.9372,-121.3147,SNWD,1959,2024
USC00041277,38.2769,-120.3114,SNWD,1940,2024
USC00041424,32.6264,-116.47,SNWD,1948,2024
USC00041428,38.2486,-120.8433,SNWD,1947,2024
USC00041614,41.53,-120.1792,SNWD,1901,2024
USC00041697,37.9747,-119.9161,SNWD,1955,2024
USC00041700,40.3033,-121.2422,SNWD,1909,2024
USC00041715,39.6911,-121.8211,SNWD,1948,2024
USC00041738,33.6617,-115.7206,SNWD,2008,2024
USC00041907,40.4,-122.1433,SNWD,1947,2024
USC00041912,39.09,-120.9469,SNWD,1905,2024
USC00041916,39.3308,-121.1922,SNWD,1929,2024
USC00041948,39.1875,-122.0269,SNWD,1948,2024
USC00042012,36.0975,-119.5817,SNWD,1948,2024
USC00042239,32.9897,-116.5872,SNWD,1899,2024
USC00042294,38.535,-121.7761,SNWD,1916,2024
USC00042319,36.4625,-116.8672,SNWD,1961,2024
USC00042402,39.8717,-121.6108,SNWD,1907,2024
USC00042500,39.5633,-120.8239,SNWD,1908,2024
USC00042574,41.1831,-122.2817,SNWD,1978,2024
USC00042598,33.8081,-115.4514,SNWD,1940,2024
USC00042713,32.7669,-115.5617,SNWD,1932,2024
USC00042920,37.585,-120.2672,SNWD,1950,2024
USC00042934,38.2736,-122.0678,SNWD,1950,2024
USC00042941,34.705,-118.4297,SNWD,1909,2024
USC00042964,41.0081,-121.435,SNWD,1923,2024
USC00043038,38.525,-120.6981,SNWD,1943,2024
USC00043134,39.01,-120.8456,SNWD,1937,2024
USC00043157,41.8714,-120.1575,SNWD,1911,2024
USC00043182,41.6011,-122.8478,SNWD,1936,2024
USC00043463,35.7269,-118.7006,SNWD,1951,2024
USC00043491,39.1503,-120.9003,SNWD,1905,2024
USC00043551,36.7375,-118.9619,SNWD,1940,2024
USC00043573,39.2042,-121.0681,SNWD,1966,2024
USC00043669,37.8444,-120.2258,SNWD,1948,2024
USC00043747,36.3158,-119.6369,SNWD,1928,2024
USC00043761,41.7961,-123.3747,SNWD,1914,2024
USC00043800,39.2372,-121.2667,SNWD,1955,2024
USC00043824,40.9317,-121.5433,SNWD,1921,2024
USC00043855,33.7044,-115.6289,SNWD,1936,2024
USC00043939,37.9614,-119.7831,SNWD,1910,2024
USC00044211,33.7572,-116.7067,SNWD,1943,2024
USC00044223,32.8489,-115.5667,SNWD,1902,2024
USC00044297,34.1472,-115.1219,SNWD,1935,2024
USC00044374,41.2706,-120.2983,SNWD,1948,2024
USC00044405,34.1472,-116.2747,SNWD,1959,2024
USC00044484,38.8089,-120.8208,SNWD,1972,2024
USC00044712,38.4919,-122.0039,SNWD,1975,2024
USC00044881,37.9567,-119.1194,SNWD,1988,2024
USC00044890,36.3817,-119.0264,SNWD,1918,2024
USC00044957,36.2033,-119.0545,SNWD,1941,2024
USC00045091,33.8131,-116.6419,SNWD,2017,2024
USC00045100,35.3836,-118.4122,SNWD,2017,2024
USC00045118,37.0564,-120.8667,SNWD,1932,2024
USC00045311,40.5411,-121.5767,SNWD,1949,2024
USC00045360,38.4917,-122.1242,SNWD,1970,2024
USC00045449,41.2517,-122.1383,SNWD,1909,2024
USC00045679,40.3458,-121.6092,SNWD,1909,2024
USC00045739,37.6436,-120.0025,SNWD,2022,2024
USC00045860,34.0864,-116.5622,SNWD,2009,2024
USC00045915,37.8792,-121.9303,SNWD,1952,2024
USC00045933,37.3433,-121.6347,SNWD,1948,2024
USC00045941,41.7833,-122.0447,SNWD,1907,2024
USC00045968,32.8672,-116.4194,SNWD,2003,2024
USC00045983,41.3217,-122.3172,SNWD,1948,2024
USC00046136,39.2467,-121.0008,SNWD,1899,2024
USC00046174,38.0047,-120.4864,SNWD,1992,2024
USC00046194,38.9261,-121.5447,SNWD,1962,2024
USC00046252,37.2328,-119.5097,SNWD,1904,2024
USC00046506,39.7458,-122.1997,SNWD,1916,2024
USC00046521,39.5178,-121.5531,SNWD,1953,2024
USC00046624,34.5883,-118.0939,SNWD,1931,2024
USC00046657,33.3781,-116.84,SNWD,1901,2024
USC00046699,34.2903,-114.1708,SNWD,1943,2024
USC00046773,34.5025,-117.8969,SNWD,1985,2024
USC00046946,40.9869,-121.9772,SNWD,1945,2024
USC00046961,38.7853,-120.7419,SNWD,2013,2024
USC00047085,39.8053,-120.4719,SNWD,1915,2024
USC00047109,39.3619,-123.1286,SNWD,1947,2024
USC00047195,39.9367,-120.9475,SNWD,1900,2024
USC00047298,40.5194,-122.2989,SNWD,1998,2024
USC00047702,38.1914,-120.6708,SNWD,1948,2024
USC00048014,34.59,-118.4542,SNWD,1933,2024
USC00048135,40.7142,-122.4161,SNWD,1943,2024
USC00048218,39.5833,-120.3706,SNWD,1909,2024
USC00048353,37.9672,-120.3872,SNWD,1909,2024
USC00048587,39.5861,-122.5342,SNWD,1930,2024
USC00048606,39.5319,-121.1611,SNWD,1948,2024
USC00048702,40.4167,-120.6631,SNWD,1899,2024
USC00048713,38.3772,-120.8008,SNWD,1947,2024
USC00048758,39.1678,-120.1428,SNWD,1903,2024
USC00048760,39.06,-120.1292,SNWD,2010,2024
USC00048829,35.1011,-118.4222,SNWD,1997,2024
USC00048839,35.0233,-118.7497,SNWD,1918,2024
USC00048917,36.465,-118.8619,SNWD,1948,2024
USC00048999,37.6819,-121.3467,SNWD,1909,2024
USC00049026,40.7264,-122.7947,SNWD,1974,2024
USC00049035,35.7636,-117.3908,SNWD,1922,2024
USC00049040,39.3181,-120.145,SNWD,2009,2024
USC00049053,41.96,-121.4744,SNWD,1932,2024
USC00049063,37.8769,-119.3436,SNWD,2012,2024
USC00049073,37.5019,-120.8456,SNWD,1893,2024
USC00049099,34.1281,-116.0369,SNWD,1941,2024
USC00049152,34.0697,-118.4428,SNWD,1933,2024
USC00049298,39.5214,-120.0269,SNWD,2011,2024
USC00049367,36.3283,-119.2997,SNWD,1918,2024
USC00049390,40.4583,-121.8664,SNWD,1927,2024
USC00049452,35.5892,-119.3519,SNWD,1922,2024
USC00049582,38.3775,-120.5453,SNWD,1894,2024
USC00049621,40.6117,-122.5281,SNWD,1960,2024
USC00049699,39.5231,-122.3047,SNWD,1907,2024
USC00049742,38.5253,-121.9778,SNWD,1916,2024
USC00049781,38.6828,-121.7939,SNWD,1907,2024
USC00049855,37.7503,-119.5897,SNWD,1906,2024
USC00049866,41.7031,-122.6414,SNWD,1914,2024
USC00050105,37.3169,-104.9503,SNWD,1998,2024
USC00050109,40.155,-103.1417,SNWD,1905,2024
USC00050128,37.4703,-105.8569,SNWD,2005,2024
USC00050214,39.4992,-108.3808,SNWD,1947,2024
USC00050263,38.9931,-105.8914,SNWD,1961,2024
USC00050304,38.8528,-102.1764,SNWD,1995,2024
USC00050306,38.6842,-102.1614,SNWD,2003,2024
USC00050372,39.1853,-106.8381,SNWD,1980,2024
USC00050754,38.5547,-107.6872,SNWD,2003,2024
USC00050797,38.4667,-107.1678,SNWD,1967,2024
USC00050825,39.1025,-107.8989,SNWD,1963,2024
USC00050834,39.6567,-102.1192,SNWD,1949,2024
USC00050848,39.9919,-105.2667,SNWD,1897,2024
USC00050909,39.4864,-106.0431,SNWD,1904,2024
USC00050945,40.6344,-104.3286,SNWD,1963,2024
USC00050950,39.9436,-104.8361,SNWD,1973,2024
USC00051060,40.6158,-105.2969,SNWD,1988,2024
USC00051071,38.8247,-106.1275,SNWD,1899,2024
USC00051121,39.3061,-102.2608,SNWD,1908,2024
USC00051179,39.7406,-104.1275,SNWD,1920,2024
USC00051186,39.6553,-105.7089,SNWD,1968,2024
USC00051268,37.0103,-102.5536,SNWD,1954,2024
USC00051294,38.46,-105.2256,SNWD,1897,2024
USC00051401,39.3867,-104.8642,SNWD,1897,2024
USC00051441,38.9011,-107.9019,SNWD,2018,2024
USC00051528,39.2203,-105.2783,SNWD,1902,2024
USC00051539,38.115,-103.51,SNWD,1994,2024
USC00051609,38.4433,-107.5569,SNWD,1951,2024
USC00051660,39.3672,-106.1897,SNWD,1949,2024
USC00051713,38.4431,-106.7617,SNWD,1909,2024
USC00051743,39.2342,-107.9794,SNWD,2000,2024
USC00051772,39.1014,-108.7339,SNWD,1940,2024
USC00051786,38.9489,-104.7103,SNWD,2018,2024
USC00051886,37.3444,-108.595,SNWD,1911,2024
USC00051932,40.4517,-107.5906,SNWD,1977,2024
USC00051948,37.8256,-106.9319,SNWD,2007,2024
USC00051959,38.8739,-106.9772,SNWD,1909,2024
USC00051964,37.9806,-105.6897,SNWD,1982,2024
USC00051977,38.7956,-105.2003,SNWD,2005,2024
USC00052184,37.6911,-106.3078,SNWD,1919,2024
USC00052196,38.7539,-108.0278,SNWD,2000,2024
USC00052212,39.8308,-104.6867,SNWD,2022,2024
USC00052221,39.7581,-104.8739,SNWD,2023,2024
USC00052223,39.7294,-105.0086,SNWD,1997,2024
USC00052281,39.6244,-106.0336,SNWD,1909,2024
USC00052294,38.9608,-105.2158,SNWD,2011,2024
USC00052435,37.1569,-107.8564,SNWD,2017,2024
USC00052446,38.4758,-102.7769,SNWD,1912,2024
USC00052494,39.1092,-104.5997,SNWD,1956,2024
USC00052631,39.3803,-104.6289,SNWD,1996,2024
USC00052668,38.7403,-104.3994,SNWD,2010,2024
USC00052759,40.3853,-105.4944,SNWD,1896,2024
USC00052790,39.6381,-105.315,SNWD,1961,2024
USC00052816,39.2219,-105.9936,SNWD,2002,2024
USC00052932,39.2814,-103.062,SNWD,1925,2024
USC00052934,40.3692,-105.2353,SNWD,1996,2024
USC00052947,40.6483,-102.8594,SNWD,1998,2024
USC00052965,38.9128,-105.285,SNWD,1988,2024
USC00053005,40.5764,-105.0858,SNWD,1898,2024
USC00053016,37.2308,-108.0514,SNWD,1915,2024
USC00053038,40.2569,-103.87,SNWD,1900,2024
USC00053116,39.9425,-105.8172,SNWD,1989,2024
USC00053146,39.1444,-108.7281,SNWD,1902,2024
USC00053246,38.6878,-108.9608,SNWD,1947,2024
USC00053258,39.2772,-103.4944,SNWD,1940,2024
USC00053261,39.7053,-105.6997,SNWD,1908,2024
USC00053307,38.9542,-109.0531,SNWD,1999,2024
USC00053446,40.5092,-106.0056,SNWD,2000,2024
USC00053486,39.1197,-108.5247,SNWD,2011,2024
USC00053489,39.0422,-108.4664,SNWD,1962,2024
USC00053496,40.2669,-105.8322,SNWD,1908,2024
USC00053530,39.4608,-105.6786,SNWD,1963,2024
USC00053541,37.7333,-105.5119,SNWD,1950,2024
USC00053553,40.4022,-104.6992,SNWD,1967,2024
USC00053629,39.9364,-105.3503,SNWD,1978,2024
USC00053652,38.6867,-105.3925,SNWD,2007,2024
USC00053662,38.5253,-106.9672,SNWD,1898,2024
USC00053867,40.4925,-107.2547,SNWD,1909,2024
USC00053951,37.7494,-107.095,SNWD,1920,2024
USC00053959,40.9725,-104.2964,SNWD,2022,2024
USC00054076,38.0517,-102.1317,SNWD,1901,2024
USC00054082,40.5453,-102.3411,SNWD,1900,2024
USC00054254,37.0856,-107.5333,SNWD,2001,2024
USC00054388,38.0633,-102.93,SNWD,1941,2024
USC00054413,40.9878,-102.2653,SNWD,1912,2024
USC00054444,38.7411,-103.5428,SNWD,1941,2024
USC00054452,39.49,-105.0953,SNWD,1918,2024
USC00054538,37.4536,-103.3219,SNWD,1980,2024
USC00054546,37.115,-103.2986,SNWD,1988,2024
USC00054603,38.7625,-102.7997,SNWD,1939,2024
USC00054606,38.8867,-102.7233,SNWD,1996,2024
USC00054664,40.0575,-106.3681,SNWD,1908,2024
USC00054724,37.9822,-103.5439,SNWD,1995,2024
USC00054726,37.7514,-103.4767,SNWD,1982,2024
USC00054736,38.0522,-107.3036,SNWD,2012,2024
USC00054742,38.9075,-105.4706,SNWD,1960,2024
USC00054762,39.7489,-105.1206,SNWD,1962,2024
USC00054770,38.0936,-102.6306,SNWD,1899,2024
USC00054834,38.0636,-103.2153,SNWD,1901,2024
USC00054934,37.3789,-107.6592,SNWD,1982,2024
USC00054945,40.5147,-102.9906,SNWD,1902,2024
USC00055020,38.9497,-103.7694,SNWD,1956,2024
USC00055025,39.7556,-103.4986,SNWD,1988,2024
USC00055116,40.1694,-105.0775,SNWD,1909,2024
USC00055236,40.435,-105.085,SNWD,1989,2024
USC00055322,37.1711,-105.94,SNWD,1906,2024
USC00055327,37.335,-108.3161,SNWD,1899,2024
USC00055402,39.6211,-105.0656,SNWD,1995,2024
USC00055446,40.5156,-108.0944,SNWD,1958,2024
USC00055484,40.0358,-107.9058,SNWD,1897,2024
USC00055519,39.0892,-108.1183,SNWD,2019,2024
USC00055531,37.1997,-108.4892,SNWD,1922,2024
USC00055706,37.5811,-106.1867,SNWD,1939,2024
USC00055722,38.4858,-107.8792,SNWD,1896,2024
USC00055795,38.0489,-104.9975,SNWD,2008,2024
USC00055934,40.9319,-103.8678,SNWD,1987,2024
USC00055970,37.8122,-109.0133,SNWD,1930,2024
USC00055984,39.8989,-105.0133,SNWD,1984,2024
USC00056013,38.1314,-108.285,SNWD,2009,2024
USC00056131,38.2133,-103.8211,SNWD,1942,2024
USC00056132,38.4369,-103.7225,SNWD,2022,2024
USC00056205,38.0264,-107.6725,SNWD,2004,2024
USC00056266,39.1136,-108.3506,SNWD,1911,2024
USC00056280,39.1167,-104.9119,SNWD,1899,2024
USC00056320,38.3897,-108.9494,SNWD,2005,2024
USC00056520,38.0178,-108.0514,SNWD,2008,2024
USC00056765,38.2597,-104.7178,SNWD,1975,2024
USC00056816,39.8297,-105.2353,SNWD,1978,2024
USC00056832,40.0889,-108.7728,SNWD,1950,2024
USC00057020,38.15,-107.7583,SNWD,1982,2024
USC00057033,39.5572,-107.7261,SNWD,2004,2024
USC00057167,38.0383,-103.6947,SNWD,1905,2024
USC00057249,39.4286,-105.0703,SNWD,1995,2024
USC00057296,40.7008,-105.7119,SNWD,1993,2024
USC00057309,38.8417,-104.9742,SNWD,1959,2024
USC00057317,37.9136,-104.9483,SNWD,1997,2024
USC00057337,38.0919,-106.1511,SNWD,1897,2024
USC00057450,37.8228,-107.1097,SNWD,2007,2024
USC00057510,39.3856,-104.9453,SNWD,1956,2024
USC00057515,40.8658,-102.5161,SNWD,1952,2024
USC00057582,38.4683,-102.2967,SNWD,2000,2024
USC00057618,39.5703,-107.2267,SNWD,1910,2024
USC00057936,40.4883,-106.8233,SNWD,1908,2024
USC00058022,39.4344,-105.1208,SNWD,1984,2024
USC00058064,39.2494,-106.3714,SNWD,1900,2024
USC00058157,38.3419,-104.0567,SNWD,1955,2024
USC00058184,38.8183,-106.6086,SNWD,1940,2024
USC00058204,37.9492,-107.8736,SNWD,1901,2024
USC00058345,38.4703,-102.0828,SNWD,2015,2024
USC00058429,37.1786,-104.4869,SNWD,1899,2024
USC00058436,37.1503,-104.5567,SNWD,1989,2024
USC00058501,39.0942,-106.3506,SNWD,1949,2024
USC00058575,39.6394,-106.3539,SNWD,1985,2024
USC00058582,37.3806,-107.5811,SNWD,1917,2024
USC00058613,39.9769,-102.2517,SNWD,2006,2024
USC00058690,40.9656,-105.2186,SNWD,1995,2024
USC00058756,40.7442,-106.2792,SNWD,1897,2024
USC00058781,37.63,-104.7956,SNWD,1934,2024
USC00058793,37.3822,-102.2986,SNWD,1943,2024
USC00058839,40.4256,-105.2103,SNWD,1902,2024
USC00058860,37.4292,-106.0308,SNWD,2004,2024
USC00058931,38.1314,-105.4661,SNWD,1897,2024
USC00058992,38.2797,-104.5214,SNWD,2011,2024
USC00058995,39.775,-105.1169,SNWD,1981,2024
USC00059096,40.0375,-106.2039,SNWD,1982,2024
USC00059175,39.8897,-105.7619,SNWD,1942,2024
USC00059213,40.075,-103.5678,SNWD,1993,2024
USC00059275,37.5217,-108.755,SNWD,1962,2024
USC00059295,40.1236,-102.7217,SNWD,1893,2024
USC00059297,40.2094,-102.8117,SNWD,1989,2024
USC00100010,42.9536,-112.8253,SNWD,1914,2024
USC00100218,42.7986,-112.8036,SNWD,2008,2024
USC00100470,44.0708,-111.4564,SNWD,1897,2024
USC00100667,47.9803,-116.5594,SNWD,1947,2024
USC00100774,43.4669,-114.2578,SNWD,2014,2024
USC00100803,42.3353,-111.3856,SNWD,1992,2024
USC00100915,43.1917,-112.3453,SNWD,1900,2024
USC00101017,43.7383,-116.2022,SNWD,1973,2024
USC00101018,43.5253,-116.0542,SNWD,1951,2024
USC00101024,43.5686,-116.21,SNWD,2005,2024
USC00101079,48.6928,-116.3103,SNWD,1907,2024
USC00101363,48.0864,-116.0572,SNWD,1956,2024
USC00101636,43.8997,-115.9047,SNWD,1949,2024
USC00101671,43.9778,-113.8292,SNWD,1948,2024
USC00101956,47.6822,-116.7967,SNWD,1895,2024
USC00102159,46.0336,-116.3919,SNWD,1976,2024
USC00102260,43.4625,-113.5603,SNWD,1958,2024
USC00102392,44.4622,-115.5817,SNWD,2011,2024
USC00102577,45.5697,-115.4528,SNWD,2008,2024
USC00102667,42.4261,-112.1253,SNWD,1901,2024
USC00102707,44.2436,-112.2003,SNWD,1930,2024
USC00102845,46.5022,-116.3217,SNWD,1966,2024
USC00102942,43.8544,-116.4664,SNWD,1906,2024
USC00103108,43.3428,-114.79,SNWD,1948,2024
USC00103558,45.5469,-113.9258,SNWD,2005,2024
USC00103964,43.9664,-112.2642,SNWD,1948,2024
USC00104268,43.2972,-115.0678,SNWD,1915,2024
USC00104318,43.6058,-116.9211,SNWD,1990,2024
USC00104455,43.5139,-112.0125,SNWD,1952,2024
USC00104456,43.3456,-111.7847,SNWD,1955,2024
USC00104555,42.7969,-112.2269,SNWD,2018,2024
USC00104598,44.4203,-111.3711,SNWD,1937,2024
USC00104831,47.5333,-116.1333,SNWD,1905,2024
USC00104845,43.6842,-114.3603,SNWD,1973,2024
USC00105177,44.6831,-113.3622,SNWD,1965,2024
USC00105275,42.1231,-111.3133,SNWD,1919,2024
USC00105462,43.9178,-113.6153,SNWD,1908,2024
USC00105708,44.8872,-116.1047,SNWD,1905,2024
USC00105716,42.6522,-112.1936,SNWD,1949,2024
USC00105835,43.7686,-111.9642,SNWD,2019,2024
USC00105980,42.6769,-113.5022,SNWD,1947,2024
USC00106152,46.7281,-116.9558,SNWD,1894,2024
USC00106230,47.4661,-115.8114,SNWD,1975,2024
USC00106388,44.9714,-116.2933,SNWD,1905,2024
USC00106542,42.2339,-113.8925,SNWD,1902,2024
USC00106844,43.8022,-116.9442,SNWD,1922,2024
USC00106891,44.0764,-116.9311,SNWD,1895,2024
USC00107040,43.3086,-114.0667,SNWD,1958,2024
USC00107046,46.4922,-115.8006,SNWD,1963,2024
USC00107209,42.9044,-112.5906,SNWD,2021,2024
USC00107210,42.875,-112.4469,SNWD,2004,2024
USC00107301,46.9603,-116.855,SNWD,1915,2024
USC00107346,42.0933,-111.8825,SNWD,1964,2024
USC00107357,47.6428,-115.9172,SNWD,2011,2024
USC00107386,48.3511,-116.8353,SNWD,1898,2024
USC00107644,43.8083,-111.7892,SNWD,1977,2024
USC00107673,43.0517,-114.155,SNWD,1910,2024
USC00107689,43.6761,-111.9125,SNWD,2008,2024
USC00107706,45.3542,-116.395,SNWD,1902,2024
USC00108022,43.9522,-111.6786,SNWD,1940,2024
USC00108062,47.3164,-116.5789,SNWD,1897,2024
USC00108080,45.1731,-113.8856,SNWD,1967,2024
USC00108137,48.2942,-116.5628,SNWD,1910,2024
USC00108500,44.2964,-112.4094,SNWD,2010,2024
USC00108676,44.2208,-114.9347,SNWD,1916,2024
USC00108818,43.8867,-111.7367,SNWD,1909,2024
USC00108937,43.4372,-111.2792,SNWD,1960,2024
USC00109498,47.4753,-115.9314,SNWD,1941,2024
USC00109950,44.9628,-115.4961,SNWD,1926,2024
USC00140439,39.7994,-101.0422,SNWD,1921,2024
USC00140802,37.5778,-101.6161,SNWD,2000,2024
USC00141522,37.8133,-100.3456,SNWD,1911,2024
USC00141699,39.3925,-101.0689,SNWD,1957,2024
USC00141730,38.8972,-100.1136,SNWD,1940,2024
USC00142432,37.0058,-101.8867,SNWD,1900,2024
USC00142980,37.9931,-100.8122,SNWD,1956,2024
USC00143093,39.3664,-101.7003,SNWD,2019,2024
USC00143185,39.1117,-100.4622,SNWD,2009,2024
USC00143554,38.6003,-100.6197,SNWD,1901,2024
USC00143855,37.1639,-101.34,SNWD,1904,2024
USC00144114,37.5669,-101.7506,SNWD,1995,2024
USC00144161,38.0586,-100.2986,SNWD,1963,2024
USC00144166,38.1272,-100.5078,SNWD,1989,2024
USC00144464,37.9411,-101.2492,SNWD,1901,2024
USC00144665,38.49,-101.3669,SNWD,1901,2024
USC00144695,37.0308,-100.9069,SNWD,1907,2024
USC00145421,37.5922,-100.4389,SNWD,1996,2024
USC00145787,39.8133,-100.2417,SNWD,1951,2024
USC00145888,39.1131,-100.9447,SNWD,1921,2024
USC00146637,39.0667,-100.2389,SNWD,1927,2024
USC00146808,37.2644,-101.7883,SNWD,1895,2024
USC00146813,37.2294,-101.9511,SNWD,1941,2024
USC00147050,38.9617,-101.1664,SNWD,2000,2024
USC00147271,38.4747,-100.9175,SNWD,1895,2024
USC00148038,37.9928,-101.7417,SNWD,1918,2024
USC00148235,38.4661,-101.7731,SNWD,1900,2024
USC00148240,38.655,-101.6961,SNWD,1996,2024
USC00148287,37.5983,-101.2908,SNWD,1896,2024
USC00148323,38.6442,-100.1686,SNWD,1916,2024
USC00148535,38.9111,-101.5853,SNWD,1893,2024
USC00148988,39.0589,-101.2439,SNWD,1893,2024
USC00240075,47.0036,-114.4781,SNWD,1958,2024
USC00240111,45.0961,-112.0856,SNWD,2009,2024
USC00240199,46.1344,-112.9747,SNWD,1901,2024
USC00240364,47.4925,-112.3969,SNWD,1896,2024
USC00240636,45.6947,-104.3856,SNWD,1949,2024
USC00240739,45.1008,-105.3186,SNWD,1919,2024
USC00240743,45.0428,-105.48,SNWD,1963,2024
USC00240755,47.8769,-114.0336,SNWD,1938,2024
USC00240770,48.1353,-110.0636,SNWD,1921,2024
USC00240780,45.8325,-109.9511,SNWD,1899,2024
USC00240801,45.7503,-108.5697,SNWD,1999,2024
USC00240802,45.7717,-108.4811,SNWD,1897,2024
USC00241008,46.2311,-112.1139,SNWD,1880,2024
USC00241044,45.6622,-111.0464,SNWD,1892,2024
USC00241047,45.6728,-111.1547,SNWD,1966,2024
USC00241081,48.075,-111.2603,SNWD,1986,2024
USC00241084,45.8161,-106.2328,SNWD,1956,2024
USC00241088,48.5156,-105.2992,SNWD,1950,2024
USC00241102,45.3261,-108.9092,SNWD,1900,2024
USC00241164,47.8711,-104.9006,SNWD,2000,2024
USC00241169,47.2875,-105.83,SNWD,1959,2024
USC00241231,47.42,-107.2475,SNWD,1910,2024
USC00241297,45.5397,-106.9597,SNWD,1907,2024
USC00241313,46.0125,-112.5586,SNWD,1946,2024
USC00241342,47.9261,-112.2919,SNWD,1927,2024
USC00241518,46.7444,-104.3092,SNWD,1962,2024
USC00241525,47.7922,-111.2203,SNWD,1982,2024
USC00241692,48.5092,-110.9694,SNWD,1900,2024
USC00241722,48.5883,-109.2267,SNWD,1896,2024
USC00241726,48.4392,-109.2328,SNWD,2020,2024
USC00241730,48.1728,-109.0053,SNWD,2001,2024
USC00241737,47.8206,-112.1922,SNWD,1905,2024
USC00241738,47.8639,-112.0222,SNWD,2010,2024
USC00241758,47.4122,-105.5956,SNWD,1963,2024
USC00241840,45.9883,-110.655,SNWD,2001,2024
USC00241875,47.0564,-106.6164,SNWD,1967,2024
USC00241883,46.8631,-106.2389,SNWD,2013,2024
USC00241905,45.8944,-106.6336,SNWD,1927,2024
USC00241938,45.6444,-109.2675,SNWD,1930,2024
USC00241974,48.1736,-111.9503,SNWD,1911,2024
USC00241984,48.0803,-107.525,SNWD,1966,2024
USC00242104,48.1881,-114.1339,SNWD,1949,2024
USC00242122,48.1475,-104.5175,SNWD,1901,2024
USC00242275,46.3911,-112.7975,SNWD,1959,2024
USC00242409,45.2089,-112.6389,SNWD,1895,2024
USC00242421,45.7511,-112.7547,SNWD,1915,2024
USC00242550,48.7167,-111.4758,SNWD,1912,2024
USC00242629,48.4472,-113.2236,SNWD,1953,2024
USC00242689,45.8864,-104.5478,SNWD,1897,2024
USC00242793,45.3394,-111.7122,SNWD,1918,2024
USC00242812,48.2828,-113.6061,SNWD,1951,2024
USC00242820,48.5586,-112.1253,SNWD,1949,2024
USC00242827,48.8978,-115.0644,SNWD,1960,2024
USC00242857,47.615,-111.9861,SNWD,1929,2024
USC00243013,46.8217,-108.3725,SNWD,1913,2024
USC00243098,46.2722,-106.6756,SNWD,1976,2024
USC00243110,48.4983,-109.8014,SNWD,1949,2024
USC00243113,47.8303,-110.6611,SNWD,1895,2024
USC00243118,48.4628,-108.7792,SNWD,2012,2024
USC00243176,48.0119,-106.4117,SNWD,1956,2024
USC00243346,48.2922,-111.5683,SNWD,1949,2024
USC00243486,46.0397,-109.4953,SNWD,1951,2024
USC00243489,47.6011,-112.7547,SNWD,1911,2024
USC00243530,48.5647,-110.3028,SNWD,1958,2024
USC00243554,48.3531,-106.8425,SNWD,1951,2024
USC00243555,48.2064,-106.6256,SNWD,2002,2024
USC00243556,47.7089,-107.2619,SNWD,2001,2024
USC00243581,47.1058,-104.7175,SNWD,1933,2024
USC00243617,48.9753,-111.3989,SNWD,1905,2024
USC00243707,44.9656,-113.0042,SNWD,1928,2024
USC00243727,47.0256,-108.8036,SNWD,1914,2024
USC00243753,47.4614,-111.385,SNWD,1997,2024
USC00243885,46.2461,-114.1681,SNWD,1898,2024
USC00243915,45.7317,-107.6092,SNWD,1948,2024
USC00243934,48.2383,-108.6783,SNWD,2001,2024
USC00243939,46.4356,-109.8428,SNWD,1948,2024
USC00243947,46.5786,-109.9478,SNWD,2010,2024
USC00244038,44.8667,-111.3392,SNWD,1904,2024
USC00244084,48.08,-116.0014,SNWD,1912,2024
USC00244133,47.6414,-110.6678,SNWD,1948,2024
USC00244174,48.7261,-110.4561,SNWD,1983,2024
USC00244180,48.3478,-107.1533,SNWD,1971,2024
USC00244181,48.1278,-107.3111,SNWD,2002,2024
USC00244241,46.9908,-112.0117,SNWD,1903,2024
USC00244248,48.4189,-104.4558,SNWD,2006,2024
USC00244302,46.9192,-104.8967,SNWD,2000,2024
USC00244328,48.3425,-114.0217,SNWD,1947,2024
USC00244345,45.9228,-108.2453,SNWD,1952,2024
USC00244358,46.2897,-107.2306,SNWD,1945,2024
USC00244364,45.9353,-107.1375,SNWD,1951,2024
USC00244386,46.5675,-107.195,SNWD,1953,2024
USC00244512,48.5594,-110.7719,SNWD,1932,2024
USC00244558,48.3042,-114.2642,SNWD,1899,2024
USC00244715,45.8728,-104.1583,SNWD,1951,2024
USC00244820,44.5994,-111.8125,SNWD,1904,2024
USC00244896,45.3675,-112.0964,SNWD,2009,2024
USC00244978,46.9058,-109.4114,SNWD,1949,2024
USC00245011,48.41,-115.3181,SNWD,1986,2024
USC00245043,47.4083,-113.7125,SNWD,1959,2024
USC00245045,47.2253,-105.1522,SNWD,1915,2024
USC00245080,45.4956,-110.5589,SNWD,1951,2024
USC00245123,45.8756,-111.4106,SNWD,2008,2024
USC00245144,46.7258,-114.5331,SNWD,2008,2024
USC00245153,47.9364,-110.5025,SNWD,1950,2024
USC00245334,48.3589,-107.8714,SNWD,1996,2024
USC00245338,48.3939,-107.7286,SNWD,1972,2024
USC00245340,47.8417,-107.9556,SNWD,1959,2024
USC00245572,48.4828,-104.4514,SNWD,1911,2024
USC00245603,46.1047,-110.05,SNWD,1960,2024
USC00245668,46.7697,-105.0342,SNWD,1979,2024
USC00245740,46.9244,-114.0911,SNWD,1902,2024
